name RNA_exp_rep1.1 RNA_exp_rep1.2 RNA_exp_rep2 RNA_exp_rep3 RNA_exp_average DNA_sum num_barcodes num_barcodes_integrated
gourse_326fold_up_32A->C/31C->A_ECK125137640_12T->A_bg3514590:3514740 0.694217791959598 0.752793303488103 0.704243023200806 0.724966106640793 0.717571559188483 168.922176449676 52 50
gourse_136fold_up_34G->T/30A->C_ECK125137108_12T->G/7T->C_bg1163421:1163571 0.260044933845919 0.220764320625194 0.227251062233357 0.224668256782105 0.23077464875034 95.6779365902934 34 31
gourse_326fold_up_34G->T_P1-6-17bp_9A->G/8A->T_bg463205:463355 8.40843652857424 7.72549323322499 7.86455707055944 8.9485164792128 8.29334614355728 101.783598965644 39 36
gourse_326fold_up_33G->A/31C->G_ECK125137405_9A->G/8A->T_bg991964:992114 0.152140600699891 0.195349681208192 0.17781816806318 0.140276138960405 0.163946482659209 110.840392063403 36 35
gourse_136fold_up_35T->C/33G->T/31G->C_ECK125136938_12T->A_bg3514590:3514740 0.290599862729677 0.22831062565233 0.269702360369031 0.215763722214522 0.248307108924852 39.6721993702268 9 9
noUP_35T->C/33G->T/31G->C_ECK125137104_12T->G/11A->T/9A->G/8A->T/7T->A_bg1163421:1163571 0.182801023733747 0.151794486631413 0.13325175921865 0.106884801392776 0.135811438598002 154.28838518532 55 48
noUP_33G->A/31C->G_ECK125137405_12T->G/11A->T/7T->A_bg1163421:1163571 0.216510980744235 0.129363666731902 0.0923162293497237 0.0958949876508986 0.120382846912897 33.5988281787583 22 19
noUP_34G->T/30A->C_ECK125137640_9A->G/8A->T_bg4427287:4427437 0.194470940788235 0.148233042493968 0.150629314222299 0.117400848852019 0.146460718238473 153.301269867151 51 47
gourse_136fold_up_35T->C/33G->T/31G->C_ECK125136938_12T->A_bg991964:992114 0.298661646731027 0.226519750839531 0.166053091786295 0.171318011645987 0.199987267405854 69.6151105979222 22 21
neg_control_663755:663905 0.179835225413583 0.172206575318789 0.143624392930438 0.112505369440429 0.144050220912351 162.789587333724 51 45
gourse_326fold_up_35T->C/33G->C/31C->G_ECK125137108_12T->G/11A->T/7T->A_bg4471352:4471502 0.266018191380553 0.278806429654944 0.278286604416558 0.16339388672556 0.238030933886622 56.9215554916346 21 21
noUP_35T->C/33G->C/31C->G_ECK125137104_7T->A_bg977040:977190 0.299784434876632 0.134748502731198 0.123480806774758 0.261998805546205 0.200915360374959 19.36584324199 7 6
gourse_326fold_up_32A->C/31C->A_ECK125137104_7T->A_bg463205:463355 7.07217732313822 7.82587135419012 8.33275321412842 9.36525202473699 8.38234319250986 161.961126008826 63 60
gourse_136fold_up_35T->C/33G->C/31C->G_ECK125136938_consensus10_bg1163421:1163571 0.274033024332429 0.236923307984303 0.196706932405785 0.20364216478674 0.21860908778363 72.0988412669563 26 24
noUP_33G->A/31C->G_ECK125137405_12T->G/7T->C_bg1163421:1163571 0.138597147861847 0.144545653377203 0.143686756974264 0.139577610057912 0.141611922550567 113.05963378319 47 42
noUP_32A->C/31C->A_lac-spacer-17bp_12T->G/7T->C_bg4471352:4471502 0.21338822621427 0.194050813646967 0.158380405152201 0.218059080961485 0.193386335348101 108.341340812976 40 36
gourse_326fold_up_35T->A/33G->T_P1-6-17bp_12T->G_bg4427287:4427437 0.23325158375626 0.245516164147611 0.20866643751667 0.17423173812628 0.207427349864962 171.39333842567 49 45
gourse_136fold_up_34G->T/30A->C_P1-6-17bp_12T->G_bg1163421:1163571 1.5436836089215 1.56837228726605 1.47500731509913 1.50571593270735 1.51225039863342 130.969983917121 47 44
gourse_136fold_up_35T->A/33G->T_ECK125136938_12T->G/11A->T/9A->G/8A->T/7T->A_bg1163421:1163571 0.267323699889991 0.293638400000442 0.26847720866936 0.198122663165536 0.249026973926704 82.4957429930154 31 29
noUP_33G->A/31C->G_ECK125137726_consensus10_bg991964:992114 0.227165084434703 0.232010924030042 0.206269074953289 0.233258078069753 0.223038385751805 54.0876648463587 24 20
gourse_326fold_up_34G->T_ECK125137726_12T->G/11A->T/7T->A_bg463205:463355 0.272503438246755 0.287996019877912 0.193996434651409 0.246258328287507 0.240168164000416 103.952923676225 30 26
gourse_136fold_up_32A->C/31C->A_ECK125136938_consensus10_bg991964:992114 9.75513274044089 10.4433552316822 9.8495775168806 12.7751091790312 10.9079768939911 33.9567062761009 19 17
noUP_35T->A/33G->T_ECK125137726_consensus10_bg4323949:4324099 0.405196441449107 0.335705530021175 0.432182823711653 0.280212626252626 0.360948811899807 38.7984233024335 18 16
gourse_326fold_up_32A->C/31C->A_P1-6-17bp_7T->A_bg4427287:4427437 4.96545824368258 4.73565436864375 5.96259378644677 6.92498803678989 5.91271270979994 125.115238642958 41 36
noUP_35T->C/33G->T/31G->C_ECK125137726_consensus10_bg4471352:4471502 0.230439346903128 0.217997745552057 0.158184562927141 0.170828420341962 0.184410509832232 168.699210318281 48 47
gourse_136fold_up_32A->C/31C->A_ECK125137108_12T->G/7T->C_bg1163421:1163571 0.208990548646231 0.211098283295302 0.155896769661666 0.166354896204936 0.177432027279123 180.097239792716 68 65
noUP_consensus35_ECK125137405_12T->A_bg1163421:1163571 10.2542952716193 10.6404529483087 10.2173165386892 10.5449170981443 10.4032025822658 99.257687757075 40 38
gourse_136fold_up_35T->A/33G->T_ECK125137726_12T->G/7T->C_bg4427287:4427437 0.274994814833881 0.271609560377381 0.203553127327431 0.206795547941547 0.227883620958203 108.089402293472 32 31
gourse_136fold_up_34G->T/30A->C_ECK125137108_9A->G/8A->T_bg463205:463355 1.8721656920123 1.46336688362083 1.67832232055434 2.10161436093864 1.81590098976985 83.5984048118481 33 32
noUP_34G->T/30A->C_ECK125137726_12T->G_bg991964:992114 0.14040165275717 0.1672746936014 0.158838218145848 0.130999402773102 0.147891931366078 91.2397162054236 33 32
noUP_consensus35_lac-spacer-17bp_consensus10_bg463205:463355 2.92362747086019 3.15434694222994 2.83011489897846 2.80274011574401 2.89061407375585 134.936318738796 49 48
gourse_326fold_up_35T->A/33G->T_P1-6-17bp_consensus10_bg991964:992114 3.4921697467012 4.11234902075099 3.44174685064916 3.71183769273112 3.65194797570213 35.0877806716264 11 10
gourse_136fold_up_35T->C/33G->T/31G->C_lac-spacer-17bp_9A->G/8A->T_bg3514590:3514740 0.216752465971373 0.215133985770065 0.23109775990137 0.228623811618036 0.225221599130042 133.93960859911 51 48
noUP_consensus35_P1-6-17bp_12T->G_bg991964:992114 5.33796492374594 5.17693851476463 4.72981592585922 5.67045424849739 5.21924063120396 75.6027165955803 32 30
gourse_326fold_up_34G->T/30A->C_ECK125137405_12T->G/7T->C_bg463205:463355 0.239055443363734 0.262806368000396 0.28419294771342 0.190893760463938 0.242005871286474 83.3288615225604 29 25
gourse_326fold_up_32A->C/31C->A_lac-spacer-17bp_12T->G/11A->T/7T->A_bg4471352:4471502 0.230416839104208 0.153072511394479 0.146273914648316 0.131931957532446 0.156650182476702 89.1368068125572 45 40
noUP_35T->C/33G->T/31G->C_ECK125137640_12T->G/11A->T/7T->A_bg4427287:4427437 0.16055932583271 0.151222743795588 0.121317428809072 0.115007314274253 0.130738592632491 224.405504988241 65 60
gourse_326fold_up_32A->C/31C->A_ECK125137640_12T->A_bg463205:463355 5.14593781006914 4.69574571057618 5.73187926801414 5.4576147351391 5.37011192115863 117.197846114888 57 50
noUP_consensus35_lac-spacer-17bp_12T->G_bg4471352:4471502 4.72051188522147 4.87903696166351 4.42353991270542 5.12282741103546 4.78204724906112 95.7982520875784 36 33
noUP_35T->A/33G->T_ECK125137108_12T->A_bg463205:463355 0.18488907877854 0.183846341268118 0.133345664616268 0.116884314633311 0.144865896424303 194.52893005892 59 57
gourse_136fold_up_35T->C/33G->T/31G->C_ECK125137640_12T->G/11A->T/9A->G/8A->T/7T->A_bg3514590:3514740 0.161595836135148 0.160133730002845 0.144823519292098 0.116336552416607 0.140674951592567 89.1881260582119 37 34
gourse_326fold_up_35T->C/33G->C/31C->G_ECK125137108_12T->G/11A->T/9A->G/8A->T/7T->A_bg977040:977190 0.279054660124525 0.181808396488079 0.104063677453911 0.0888438856177443 0.141113030459319 16.3205174859151 7 6
gourse_136fold_up_34G->T_ECK125137104_12T->G/11A->T/7T->A_bg977040:977190 0.161422388010494 0.256396456585752 0.0880081386467366 0.102396342745875 0.133104634563578 15.2913244314422 8 8
noUP_35T->C/33G->C/31C->G_ECK125137104_7T->A_bg1163421:1163571 0.174588043770216 0.156962240830543 0.118889243383929 0.101997395955956 0.128887260546755 159.796987707425 53 50
noUP_35T->A/33G->T_lac-spacer-17bp_12T->G/11A->T/9A->G/8A->T/7T->A_bg4427287:4427437 0.159020006758017 0.160036097406563 0.171429681832523 0.157017514284094 0.162658416066302 228.73888712292 77 72
gourse_136fold_up_33G->A/31C->G_ECK125137108_consensus10_bg4427287:4427437 0.252596144201607 0.22978927712874 0.232385831213524 0.166372026767824 0.213316856215507 133.15336641878 40 35
noUP_32A->C/31C->A_lac-spacer-17bp_7T->A_bg4427287:4427437 0.180904400356589 0.164960955523921 0.181834997204001 0.129877192012625 0.161548289052294 118.863194507908 39 35
gourse_136fold_up_34G->T_ECK125136938_12T->G/7T->C_bg4471352:4471502 0.286023143727635 0.204222759024698 0.186754670868406 0.16343564340502 0.198437755216531 81.7105144523524 36 32
noUP_35T->C/33G->T/31G->C_ECK125137108_12T->G_bg977040:977190 0.186208696046056 0.203835182985673 0.19196406080664 0.145786298793596 0.177590766372034 33.6501845276603 12 12
gourse_326fold_up_34G->T/30A->C_lac-spacer-17bp_12T->G/11A->T/9A->G/8A->T/7T->A_bg3514590:3514740 0.204964835981738 0.224203179525658 0.229289496474314 0.183206025000566 0.209026509742859 104.929392514823 34 31
gourse_136fold_up_35T->C/33G->T/31G->C_ECK125137104_12T->G/11A->T/7T->A_bg991964:992114 0.226790047738703 0.175000756082339 0.14638450480556 0.13088984096426 0.159389915893447 54.0219212287397 20 19
gourse_136fold_up_32A->C/31C->A_ECK125137108_consensus10_bg463205:463355 2.13706624715364 1.92431036999527 2.02354479370234 2.11874419067307 2.05765909764995 130.211754431542 43 38
noUP_35T->C/33G->T/31G->C_ECK125137405_9A->G/8A->T_bg991964:992114 0.149799174472805 0.206216989211061 0.148858650351328 0.144476148795627 0.157114293662963 64.9780823410456 21 19
noUP_34G->T_P1-6-17bp_12T->G_bg4427287:4427437 0.36036190595615 0.355010478349503 0.332000011519019 0.357024415561807 0.348903539744551 178.606690479031 54 46
gourse_326fold_up_33G->A/31C->G_ECK125137726_consensus10_bg4471352:4471502 1.81889558040701 1.67588167792542 1.50754681941169 1.77115934609063 1.67536493155618 111.377537345341 25 25
noUP_32A->C/31C->A_ECK125137104_9A->G/8A->T_bg1163421:1163571 0.334880655828789 0.327020630256079 0.300170615741548 0.28626779564751 0.305796351477164 167.74026391885 63 54
gourse_326fold_up_33G->A/31C->G_ECK125137405_12T->A_bg4427287:4427437 0.177780277443946 0.167885430370181 0.129423733304024 0.116832757880352 0.139696448363813 131.855317914369 35 33
gourse_326fold_up_35T->C/33G->T/31G->C_lac-spacer-17bp_12T->G/11A->T/9A->G/8A->T/7T->A_bg3514590:3514740 0.209377268316029 0.180899220803332 0.168991531287032 0.174447264769188 0.1795256802053 78.0902746844164 30 27
noUP_consensus35_ECK125137726_12T->A_bg4427287:4427437 5.26290877921338 5.55221699188101 5.96463235089864 6.05454388994345 5.80891304212976 225.056883518378 77 73
noUP_32A->C/31C->A_ECK125136938_12T->A_bg4427287:4427437 0.548951283840683 0.474333444683641 0.481679482235078 0.518553146017654 0.503958330838298 211.263337943041 74 66
gourse_326fold_up_32A->C/31C->A_ECK125137104_12T->G/7T->C_bg4471352:4471502 0.205099433326091 0.110586331115261 0.156227465053379 0.153920617121187 0.155996988131747 43.1937246296051 23 20
gourse_326fold_up_consensus35_ECK125136938_7T->A_bg463205:463355 12.9444622605842 10.6728496124982 12.2988901620088 14.5715049053385 12.8930170012962 79.0767590315688 47 43
gourse_136fold_up_34G->T_ECK125137640_12T->A_bg1163421:1163571 0.766587137192395 0.749195150665707 0.722998302121535 0.745991592762974 0.74229367960452 101.429583215355 29 26
gourse_136fold_up_35T->C/33G->C/31C->G_ECK125137108_12T->G/11A->T/9A->G/8A->T/7T->A_bg3514590:3514740 0.146479722797324 0.212190170967519 0.119288139732022 0.142522825682987 0.147048637432477 38.516485815101 16 14
gourse_326fold_up_35T->C/33G->C/31C->G_ECK125137108_12T->G/11A->T/9A->G/8A->T/7T->A_bg3514590:3514740 0.146633690972266 0.20308630224614 0.114833166292715 0.155039800393668 0.148244321098529 95.1896047291079 30 30
gourse_136fold_up_35T->C/33G->T/31G->C_ECK125137405_12T->G/7T->C_bg4427287:4427437 0.157825701919849 0.119511899740321 0.141882279594038 0.0987946201068653 0.126448566843663 129.466906170959 32 29
noUP_consensus35_ECK125137108_12T->G/11A->T/7T->A_bg3514590:3514740 0.185403331779069 0.157275591805115 0.205103712947903 0.131778273352525 0.169407149364173 134.316888564897 45 40
gourse_326fold_up_35T->A/33G->T_ECK125137726_12T->G/7T->C_bg1163421:1163571 0.418610220299091 0.351182577319856 0.346275545517438 0.404556979152228 0.37857630782638 171.146024883549 42 38
neg_control_4370065:4370215 0.150181027105827 0.154364115253452 0.180344546407247 0.121532219043282 0.151383112210056 142.061895397368 53 45
gourse_136fold_up_35T->A/33G->T_ECK125137104_12T->G_bg4427287:4427437 0.19962530380743 0.191948345447591 0.157555761519031 0.143359788585488 0.16556745824401 174.823916301273 44 41
noUP_32A->C/31C->A_ECK125137405_12T->A_bg1163421:1163571 1.03919888630933 1.1955807811307 1.36494103919707 1.33105913480984 1.27113000257564 183.45889337753 55 51
gourse_136fold_up_33G->A/31C->G_ECK125137104_12T->G_bg991964:992114 0.329031696815816 0.299322560177032 0.293744441818296 0.21344368219071 0.27378841750181 41.8265180665243 15 15
noUP_33G->A/31C->G_lac-spacer-17bp_12T->G/11A->T/7T->A_bg463205:463355 0.179964148795484 0.174521957844083 0.14025201377966 0.155155935075611 0.157550334058352 112.201946559835 36 34
neg_control_3347075:3347225 0.161568603941663 0.153398022989474 0.132408195095624 0.143624868039924 0.144505458867039 204.549119502241 75 66
gourse_326fold_up_35T->A/33G->T_ECK125137640_12T->G/11A->T/9A->G/8A->T/7T->A_bg463205:463355 0.159242219305814 0.161934604159422 0.13942556740789 0.126643923908524 0.142219301016344 153.909128839153 55 50
gourse_326fold_up_35T->C/33G->T/31G->C_lac-spacer-17bp_7T->A_bg4471352:4471502 0.199591462678465 0.185354617229498 0.164309243681188 0.191939112141068 0.182907131925413 185.844034590991 64 59
gourse_136fold_up_34G->T_ECK125137108_9A->G/8A->T_bg3514590:3514740 1.69955146682873 1.72555270693324 1.7074218181767 2.34996593333269 1.92331327946346 87.0287103938002 32 29
noUP_32A->C/31C->A_ECK125137104_12T->G/11A->T/7T->A_bg3514590:3514740 0.160458096564793 0.151757329912331 0.154375843707139 0.121404657067781 0.143962738004494 189.164978159714 44 41
noUP_consensus35_ECK125137405_9A->G/8A->T_bg4471352:4471502 3.51420802131681 3.3966746328165 3.54090899169708 4.09982570561199 3.69872534145858 187.53441401487 53 46
gourse_326fold_up_34G->T_P1-6-17bp_9A->G/8A->T_bg1163421:1163571 2.57890823119023 3.52076109897021 3.44461512241386 3.26714833722711 3.25386604157373 129.051449368277 38 34
noUP_33G->A/31C->G_ECK125137640_12T->A_bg4471352:4471502 0.216844074560764 0.221777525738731 0.191439272178869 0.193649434896136 0.201466502408251 104.190673093433 37 32
noUP_35T->C/33G->C/31C->G_lac-spacer-17bp_12T->G/11A->T/7T->A_bg3514590:3514740 0.142391249814177 0.170592493886758 0.133170209794404 0.120172199714417 0.136611427119763 88.6509819267065 31 27
gourse_326fold_up_35T->A/33G->T_ECK125137108_7T->A_bg4471352:4471502 0.143429987243815 0.137100883035437 0.151216733069994 0.118924886259973 0.136802351489864 71.4828912191838 30 27
gourse_136fold_up_35T->C/33G->T/31G->C_ECK125137405_7T->A_bg977040:977190 0.268661562913183 0.300464597561428 0.575437829613277 0.257795616152416 0.372598842001 19.7781738666872 9 9
noUP_32A->C/31C->A_ECK125137405_12T->G/11A->T/9A->G/8A->T/7T->A_bg4471352:4471502 0.197982637199776 0.229040869559144 0.253186266968236 0.204919445014832 0.223872488454176 167.857075565905 55 49
noUP_35T->A/33G->T_ECK125137104_9A->G/8A->T_bg1163421:1163571 0.185211647984126 0.195196297350459 0.20860605314298 0.132777675208936 0.177195900339737 131.007737286167 36 35
noUP_35T->A/33G->T_P1-6-17bp_consensus10_bg3514590:3514740 0.387294043445553 0.418137590489309 0.366022757772934 0.32792482207134 0.365554465603902 130.151813371662 51 44
gourse_326fold_up_34G->T_ECK125137108_9A->G/8A->T_bg4427287:4427437 1.12303893616222 1.39462507766309 1.40204904178102 1.60524432282139 1.42204179050502 127.744045555656 35 34
noUP_34G->T/30A->C_ECK125137726_12T->G_bg4427287:4427437 0.17376657827865 0.209181987141303 0.194660858613926 0.138592755875021 0.174909299066308 145.929949663227 55 51
gourse_136fold_up_34G->T_ECK125137640_12T->G/11A->T/7T->A_bg463205:463355 0.204601673264047 0.170616065067748 0.12895929406968 0.0960251029665714 0.13753108873405 198.817458880784 52 50
gourse_136fold_up_34G->T_ECK125137104_12T->G/11A->T/9A->G/8A->T/7T->A_bg4427287:4427437 0.217563799128693 0.214874763211541 0.1831291184145 0.145795094347067 0.181714497977228 189.554930938567 60 55
noUP_35T->A/33G->T_ECK125137726_9A->G/8A->T_bg4471352:4471502 0.25086826660188 0.210031817058491 0.166484238537966 0.148115030431091 0.181683103599748 81.1135550280936 26 22
gourse_136fold_up_35T->C/33G->T/31G->C_lac-spacer-17bp_12T->A_bg4427287:4427437 0.16704406321484 0.205683787272106 0.171890895794407 0.211517924460748 0.189924248499543 159.444385633675 39 38
gourse_136fold_up_34G->T/30A->C_ECK125137640_12T->G/11A->T/9A->G/8A->T/7T->A_bg463205:463355 0.151812089293551 0.164317570391266 0.168734070059333 0.113637193084606 0.146812030995449 244.53747658734 76 72
noUP_33G->A/31C->G_ECK125137108_9A->G/8A->T_bg4427287:4427437 0.144190512597325 0.173161717824635 0.136828573766692 0.108512749183912 0.134672479387195 95.062374260961 37 33
noUP_35T->C/33G->T/31G->C_ECK125136938_consensus10_bg3514590:3514740 0.419219101282962 0.368789423856219 0.590884336984094 0.425824438555532 0.470237679369739 62.3195129313817 22 22
noUP_35T->C/33G->C/31C->G_ECK125137726_7T->A_bg3514590:3514740 0.268320093024948 0.267378841876081 0.190684300401263 0.199523442047837 0.219352403299871 102.456545190896 36 35
gourse_136fold_up_35T->C/33G->T/31G->C_P1-6-17bp_12T->G/11A->T/9A->G/8A->T/7T->A_bg4471352:4471502 0.230847694718398 0.228596840778093 0.217491377115498 0.156310070427079 0.201174571763608 202.995408953961 52 48
noUP_consensus35_ECK125137405_12T->G/11A->T/9A->G/8A->T/7T->A_bg4427287:4427437 0.206347450704714 0.182547054653659 0.206269074953289 0.17283990479784 0.191185410810105 214.890385124234 63 60
gourse_326fold_up_33G->A/31C->G_P1-6-17bp_12T->A_bg3514590:3514740 0.712890719132202 0.717504708548271 0.721335801481771 0.65249029248006 0.696341269267356 196.204353303036 55 52
gourse_326fold_up_35T->A/33G->T_P1-6-17bp_7T->A_bg4471352:4471502 0.304423265590391 0.333178283156886 0.295549719336056 0.393610807052433 0.335987100254042 63.1786005725538 20 18
gourse_136fold_up_35T->A/33G->T_P1-6-17bp_9A->G/8A->T_bg4427287:4427437 0.201962932753735 0.187912712481414 0.115985166746897 0.18063939534239 0.163854128235621 142.775835694209 42 39
noUP_33G->A/31C->G_lac-spacer-17bp_12T->G_bg4471352:4471502 0.218592817097545 0.240111816775576 0.208560953563881 0.171730309517681 0.203214526672707 115.134708022467 44 40
gourse_326fold_up_35T->C/33G->C/31C->G_lac-spacer-17bp_12T->G/7T->C_bg463205:463355 0.181995829619675 0.14818206976206 0.177529644756975 0.0891823385153357 0.143933644321059 90.3033870866071 31 30
gourse_136fold_up_35T->A/33G->T_ECK125137108_7T->A_bg977040:977190 0.176313547946991 0.164156267936 0.289500456074791 0.228455705874199 0.229397023296829 24.2975262126478 13 12
gourse_136fold_up_35T->C/33G->T/31G->C_ECK125137108_12T->G/7T->C_bg3514590:3514740 0.184526404043382 0.198344428679544 0.0935309165780095 0.126919836596778 0.137295389845417 50.7821486683181 19 18
noUP_34G->T_ECK125137405_12T->G_bg4427287:4427437 0.262844533729487 0.252832920010551 0.245124928685071 0.246258328287507 0.249740661280866 214.210958294164 67 60
gourse_136fold_up_consensus35_ECK125136938_12T->G/11A->T/7T->A_bg3514590:3514740 0.190652381829437 0.201647953171035 0.186171062521943 0.127093699386636 0.169804976469605 78.7084248812947 31 26
gourse_136fold_up_34G->T/30A->C_P1-6-17bp_consensus10_bg3514590:3514740 9.483400847381 10.021369099021 9.25407466457101 7.91905485825396 8.97517149867532 53.1120325943831 18 16
gourse_136fold_up_35T->C/33G->C/31C->G_ECK125137405_12T->A_bg4471352:4471502 0.169955915293341 0.183696701807007 0.138360513902083 0.137625742336535 0.150937521596264 190.668119449466 60 54
noUP_35T->C/33G->C/31C->G_ECK125137108_12T->G/11A->T/7T->A_bg4427287:4427437 0.219210310931153 0.236142517465872 0.2721563154873 0.163980428883037 0.221271052856283 168.943831216063 64 59
gourse_136fold_up_34G->T_ECK125137640_12T->A_bg3514590:3514740 0.415304900785914 0.398594919660077 0.417665742730275 0.419492814504728 0.414702822485999 137.921925773239 41 40
gourse_326fold_up_32A->C/31C->A_ECK125137640_consensus10_bg3514590:3514740 19.0440221196784 17.9809326789137 18.0710676930341 16.19027041506 17.5912718357967 54.6279489748801 41 34
